run,ebeam,target,hms_p,hms_th,shms_p,shms_th,run_type,x,Q2,z,thpq,BCM1_Q,BCM1_I,BCM2_Q,BCM2_I,BCM4A_Q,BCM4A_I,BCM4B_Q,BCM4B_I,BCM4C_Q,BCM4C_I,h_esing_Eff,h_hadron_Eff,p_esing_Eff,p_hadron_Eff,ps1,ps2,ps3,ps4,ps5,ps6,comp_livetime,electr_deadtime,coin,randoms,ransubcoin,normyield,ctmean,ctsigma,fan_mean,fan_stdev,fan_current_correction,IHWP
23941,8.5831,Cu,-1.531,29.045,-2.615,7.865,SHMSDIS,0.25,3.3,0.36,2.0,12159.379,9.856,12162.572,9.859,12221.736,9.907,12204.444,9.893,12242.41,9.924,-999,-999,0.953,0.9219,-1.0,65.0,-1.0,-1.0,-1.0,-1.0,1.0,97.2723,-999,-999,-999,-999,-999,-999,37.5305,1.76331,1.007416,IN
23942,8.5831,LH2,-1.531,29.045,-2.615,7.865,PI-SIDIS,0.25,3.3,0.36,2.0,16.06,10.016,16.062,10.017,16.082,10.029,16.094,10.037,16.127,10.058,310.0,2552.0,4.0,871.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,548.0,145.833,402.167,26.1126,51.3732,0.29624,36.572,2.05915,1.007503,IN
23943,8.5831,LH2,-1.531,29.045,-2.615,7.865,PI-SIDIS,0.25,3.3,0.36,2.0,4.946,9.979,4.947,9.981,4.968,10.022,4.966,10.02,4.982,10.051,973.0,662.0,71.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,170.0,45.5,124.5,26.063,51.4057,0.265919,36.3402,1.93202,1.007469,IN
23944,8.5831,LH2,-1.531,29.045,-2.615,7.865,PI-SIDIS,0.25,3.3,0.36,2.0,33.742,19.986,33.725,19.976,33.909,20.085,34.131,20.216,34.009,20.144,4501.0,9348.0,182.0,382.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,1276.0,582.5,693.5,21.8538,51.3145,0.329488,36.2271,1.89423,1.014414,IN
23945,8.5831,LH2,-1.531,29.045,-2.615,7.865,PI-SIDIS,0.25,3.3,0.36,2.0,21.601,18.999,21.594,18.993,21.652,19.044,21.776,19.153,21.681,19.069,5663.0,845.0,87.0,599.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,865.0,378.167,486.833,23.9382,51.3908,0.31715,37.2301,1.89484,1.013696,IN
23946,8.5831,LH2,-1.531,29.045,-2.615,7.865,PI-SIDIS,0.25,3.3,0.36,2.0,35.12,20.195,35.107,20.187,35.0,20.126,35.291,20.293,35.048,20.153,5646.0,1317.0,697.0,508.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,1324.0,601.667,722.333,22.0348,51.3797,0.304904,39.1764,2.15892,1.014291,IN
23947,8.5831,LH2,-1.531,29.045,-2.615,7.865,PI-SIDIS,0.25,3.3,0.36,2.0,34.594,20.115,34.576,20.105,34.594,20.115,34.868,20.275,34.704,20.179,5272.0,213.0,291.0,782.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,1279.0,597.333,681.667,21.0029,51.3643,0.29945,40.3642,2.2594,1.014109,IN
23948,8.5831,Dummy,-1.531,29.045,-2.615,7.865,PI-SIDIS,0.25,3.3,0.36,2.0,45.101,20.358,45.08,20.349,45.318,20.456,45.615,20.59,45.446,20.514,1074.0,6680.0,471.0,546.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,1161.0,534.833,626.167,14.6905,51.3257,0.327516,37.7785,2.44554,1.014531,IN
23949,8.5831,Dummy,-1.531,29.045,-2.615,7.865,PI-SIDIS,0.25,3.3,0.36,2.0,8.135,9.69,8.138,9.693,8.2,9.767,8.187,9.751,8.224,9.795,984.0,114.0,38.0,43.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,150.0,54.5,95.5,12.0707,51.3006,0.323697,35.9732,2.4449,1.007247,IN
23950,8.5831,LH2,-1.531,29.045,-2.615,7.865,PI-SIDIS,0.25,3.3,0.36,2.0,40.499,20.135,40.482,20.127,40.742,20.256,41.0,20.384,40.857,20.313,9294.0,8824.0,737.0,114.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,1500.0,681.667,818.333,21.4902,51.3246,0.333816,37.2608,2.48526,1.014434,IN
23951,8.5831,LH2,-1.531,29.045,-2.615,7.865,PI-SIDIS,0.25,3.3,0.36,2.0,43.365,20.062,43.345,20.053,43.628,20.184,43.89,20.305,43.734,20.233,1425.0,3280.0,248.0,550.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,1665.0,723.833,941.167,23.0876,51.3514,0.317163,39.2851,2.17856,1.014197,IN
23952,8.5831,LH2,-1.531,29.045,-2.615,7.865,PI-SIDIS,0.25,3.3,0.36,2.0,35.288,19.359,35.271,19.35,35.486,19.468,35.678,19.573,35.549,19.502,5325.0,971.0,693.0,94.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,1336.0,583.5,752.5,22.6399,51.3698,0.312699,36.372,2.03433,1.013986,IN
23953,8.5831,LH2,-1.531,29.045,-2.615,7.865,PI-SIDIS,0.25,3.3,0.36,2.0,34.75,19.942,34.731,19.931,34.879,20.016,35.094,20.139,34.955,20.059,5461.0,94.0,460.0,299.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,1350.0,590.333,759.667,23.2978,51.3531,0.299192,36.4497,2.0827,1.014368,IN
23954,8.5831,LH2,-1.531,29.045,-2.615,7.865,PI-SIDIS,0.25,3.3,0.36,2.0,17.829,9.908,17.831,9.91,17.907,9.952,17.886,9.94,17.938,9.969,79.0,3486.0,19.0,667.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,564.0,167.833,396.167,23.1189,51.3886,0.302066,36.8086,2.59914,1.007433,IN
23955,8.5831,Dummy,-1.531,29.045,-2.615,7.865,PI-SIDIS,0.25,3.3,0.36,2.0,31.632,19.14,31.615,19.13,31.694,19.177,31.871,19.285,31.723,19.195,4831.0,8522.0,86.0,879.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,841.0,384.167,456.833,15.3499,51.3855,0.320241,37.5945,2.14582,1.013761,IN
23956,8.5831,Dummy,-1.531,29.045,-2.615,7.865,PI-SIDIS,0.25,3.3,0.36,2.0,11.016,9.705,11.018,9.707,11.048,9.733,11.031,9.718,11.067,9.75,823.0,987.0,32.0,87.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,232.0,71.3333,160.667,15.0816,51.4464,0.299505,39.7245,2.20761,1.007328,IN
23957,8.5831,LH2,-1.531,29.045,-6.538,7.865,PI-SIDIS,0.25,3.3,0.9,2.0,17.07,29.158,17.062,29.145,17.063,29.146,17.223,29.42,17.075,29.167,116.0,393.0,979.0,93.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,118.0,15.3333,102.667,7.2619,51.3104,0.342508,42.6466,2.10946,1.018423,IN
23959,8.5831,Home,-1.531,29.045,-6.538,7.865,BCM,0.25,3.3,0.9,2.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,40.456,3.1763,-999,IN
23960,8.5831,LH2,-1.531,29.045,-6.538,7.865,PI-SIDIS,0.25,3.3,0.9,2.0,50.172,28.453,50.142,28.436,50.086,28.403,50.627,28.711,50.071,28.395,6737.0,9722.0,375.0,91.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,365.0,37.0,328.0,7.8812,51.3662,0.327898,37.0003,1.5929,1.019652,IN
23961,8.5831,LH2,-1.531,29.045,-6.538,7.865,PI-SIDIS,0.25,3.3,0.9,2.0,16.792,20.294,16.775,20.274,16.727,20.216,16.871,20.391,16.736,20.227,997.0,3777.0,774.0,22.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,123.0,8.83333,114.167,7.99617,51.4348,0.305253,37.0595,1.4012,1.014546,IN
23962,8.5831,LH2,-1.531,29.045,-6.538,7.865,PI-SIDIS,0.25,3.3,0.9,2.0,7.494,9.25,7.492,9.248,7.49,9.245,7.484,9.239,7.485,9.239,324.0,592.0,96.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,46.0,2.33333,43.6667,6.71101,51.3871,0.465205,37.631,1.48351,1.006978,IN
23963,8.5831,LH2,-1.531,29.045,-6.538,7.865,HMSDIS,0.25,3.3,0.9,2.0,16776.22,9.685,16769.471,9.681,16746.129,9.667,16752.867,9.671,16742.772,9.665,0.9986,0.9984,-999,-999,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,99.0026,-999,-999,-999,-999,-999,-999,38.2156,1.56031,1.007301,IN
23964,8.5831,LD2,-1.531,29.045,-6.538,7.865,PI-SIDIS,0.25,3.3,0.9,2.0,33.039,19.492,33.0,19.469,32.893,19.406,33.15,19.558,32.884,19.4,9541.0,33917.0,1249.0,404.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,584.0,68.3333,515.667,18.7777,51.3425,0.339558,36.1458,1.59206,1.014079,IN
23965,8.5831,LD2,-1.531,29.045,-6.538,7.865,PI-SIDIS,0.25,3.3,0.9,2.0,30.153,17.563,30.122,17.545,30.076,17.518,30.259,17.625,30.054,17.505,5766.0,20036.0,5426.0,95.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,510.0,61.0,449.0,17.9854,51.3686,0.345821,41.1057,2.4519,1.012479,IN
23966,8.5831,LD2,-1.531,29.045,-6.538,7.865,PI-SIDIS,0.25,3.3,0.9,2.0,34.849,19.237,34.813,19.218,34.742,19.178,35.012,19.327,34.754,19.185,1846.0,40109.0,306.0,879.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,611.0,71.1667,539.833,18.5427,51.3131,0.368236,41.4441,2.06229,1.013456,IN
23967,8.5831,Dummy,-1.531,29.045,-6.538,7.865,PI-SIDIS,0.25,3.3,0.9,2.0,61.406,35.234,61.378,35.218,61.39,35.225,62.116,35.642,61.421,35.243,870.0,833.0,141.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,281.0,30.3333,250.667,4.84608,51.3357,0.343224,37.7679,2.44433,1.023156,IN
23968,8.5831,Dummy,-1.531,29.045,-6.538,7.865,HMSDIS,0.25,3.3,0.9,2.0,19871.893,17.829,19854.859,17.814,19875.221,17.83,20002.783,17.94,19866.827,17.82,0.9987,0.9986,-999,-999,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.99969,98.4975,-999,-999,-999,-999,-999,-999,37.5524,1.87345,1.0129,IN
23969,8.5831,C,-1.531,29.045,-6.538,7.865,PI-SIDIS,0.25,3.3,0.9,2.0,54.105,28.741,54.068,28.722,54.099,28.738,54.664,29.039,54.107,28.743,1539.0,18153.0,7215.0,29.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,517.0,60.1667,456.833,10.1928,51.3624,0.317907,34.6483,1.47714,1.020497,IN
23970,8.5831,C,-1.531,29.045,-6.538,7.865,PI-SIDIS,0.25,3.3,0.9,2.0,51.663,29.339,51.631,29.321,51.697,29.359,52.239,29.667,51.722,29.373,9300.0,13754.0,1265.0,20.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,498.0,65.0,433.0,10.1227,51.3287,0.334153,40.061,2.65884,1.01926,IN
23971,8.5831,C,-1.531,29.045,-6.538,7.865,HMSDIS,0.25,3.3,0.9,2.0,9921.956,15.003,9915.825,14.994,9938.072,15.02,9984.414,15.09,9947.76,15.04,0.9987,0.9984,-999,-999,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.99837,98.2544,-999,-999,-999,-999,-999,-999,41.4576,2.04571,1.010849,IN
23972,8.5831,Cu,-1.531,29.045,-6.538,7.865,PI-SIDIS,0.25,3.3,0.9,2.0,55.878,29.754,55.852,29.74,56.016,29.828,56.575,30.126,56.061,29.852,8620.0,3053.0,65.0,48.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,296.0,50.0,246.0,5.27543,51.3651,0.304223,38.2081,2.03616,1.020044,IN
23973,8.5831,Cu,-1.531,29.045,-6.538,7.865,PI-SIDIS,0.25,3.3,0.9,2.0,18.45,27.88,18.443,27.869,18.521,27.987,18.687,28.238,18.535,28.008,514.0,7182.0,832.0,50.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,94.0,16.3333,77.6667,4.96954,51.4291,0.357283,37.8266,2.76426,1.019096,IN
23974,8.5831,Cu,-1.531,29.045,-6.538,7.865,PI-SIDIS,0.25,3.3,0.9,2.0,52.688,28.203,52.672,28.195,52.98,28.36,53.431,28.601,53.002,28.371,6826.0,8069.0,627.0,80.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,279.0,38.6667,240.333,5.40801,51.3417,0.420483,41.362,2.1593,1.018332,IN
23975,8.5831,Cu,-1.531,29.045,-6.538,7.865,PI-SIDIS,0.25,3.3,0.9,2.0,16.239,14.993,16.232,14.987,16.329,15.076,16.394,15.136,16.342,15.088,371.0,2966.0,940.0,89.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,96.0,5.83333,90.1667,6.42544,51.384,0.295816,41.6455,2.12079,1.010832,IN
23976,8.5831,Cu,-1.531,29.045,-6.538,7.865,HMSDIS,0.25,3.3,0.9,2.0,8477.604,12.81,8477.139,12.809,8543.136,12.9,8554.552,12.92,8548.847,12.91,0.9987,0.9985,-999,-999,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.99899,98.7769,-999,-999,-999,-999,-999,-999,41.362,2.30418,1.009427,IN
23977,8.5831,LH2,-1.531,29.045,-4.868,7.865,PI-SIDIS,0.25,3.3,0.67,2.0,47.115,29.167,47.115,29.167,47.307,29.286,47.706,29.533,47.262,29.258,8031.0,9487.0,836.0,765.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,908.0,172.167,735.833,16.7778,51.3331,0.310457,42.3629,1.89494,1.018514,IN
23979,8.5831,LH2,-1.531,29.045,-4.868,7.865,PI-SIDIS,0.25,3.3,0.67,2.0,33.258,30.039,33.257,30.038,33.179,29.967,33.531,30.285,33.15,29.94,424.0,1388.0,2044.0,6743.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-999,630.0,104.5,525.5,17.9532,51.3899,0.315911,-999,-999,-999,IN
23980,8.5831,LD2,-1.531,29.045,-4.868,7.865,PI-SIDIS,0.25,3.3,0.67,2.0,11.471,17.533,11.468,17.528,11.514,17.599,11.574,17.69,11.53,17.623,4977.0,8611.0,446.0,370.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,478.0,103.833,374.167,35.27,51.2729,0.344368,41.7663,1.9733,1.012406,IN
23981,8.5831,Dummy,-1.531,29.045,-4.868,7.865,PI-SIDIS,0.25,3.3,0.67,2.0,69.489,39.149,69.512,39.162,70.037,39.458,70.766,39.868,70.133,39.512,7255.0,5963.0,196.0,427.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,805.0,154.833,650.167,10.007,51.2938,0.347258,38.8964,1.80919,1.024429,IN
23982,8.5831,C,-1.531,29.045,-4.868,7.865,PI-SIDIS,0.25,3.3,0.67,2.0,10.717,26.935,10.717,26.936,10.782,27.1,10.869,27.317,10.788,27.113,261.0,5289.0,404.0,92.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,278.0,56.1667,221.833,22.3325,51.323,0.343152,37.1827,1.59567,1.018705,IN
23983,8.5831,C,-1.531,29.045,-4.868,7.865,PI-SIDIS,0.25,3.3,0.67,2.0,44.594,27.538,44.592,27.537,44.799,27.665,45.195,27.909,44.868,27.707,8151.0,5706.0,111.0,688.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,1039.0,227.833,811.167,19.6694,51.3205,0.32678,35.1279,2.01594,1.01958,IN
23984,8.5831,Cu,-1.531,29.045,-4.868,7.865,PI-SIDIS,0.25,3.3,0.67,2.0,41.941,26.093,41.944,26.095,42.286,26.308,42.61,26.509,42.31,26.322,5097.0,382.0,116.0,657.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,611.0,145.833,465.167,11.7611,51.3136,0.310714,33.7404,1.51305,1.018907,IN
23985,8.5831,LH2,-1.531,29.045,-4.868,7.865,PI-SIDIS,0.25,3.3,0.67,2.0,55.028,31.984,55.034,31.987,55.29,32.136,55.803,32.434,55.313,32.149,2261.0,69.0,922.0,46.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,980.0,196.667,783.333,15.2418,51.3362,0.320571,35.8815,1.62332,1.022171,IN
23986,8.5831,LH2,-1.531,29.045,-4.868,7.865,PI-SIDIS,0.25,3.3,0.67,2.0,53.247,30.133,53.253,30.136,53.24,30.129,53.813,30.453,53.244,30.131,1090.0,7574.0,988.0,167.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,965.0,197.167,767.833,15.4985,51.3823,0.305811,40.4728,2.30715,1.019539,IN
23987,8.5831,LH2,-1.531,29.045,-4.868,7.865,PI-SIDIS,0.25,3.3,0.67,2.0,47.438,29.341,47.437,29.341,47.565,29.42,48.046,29.718,47.637,29.464,7893.0,9717.0,319.0,74.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,877.0,171.667,705.333,15.9079,51.3412,0.319702,38.5852,2.02092,1.01971,IN
23988,8.5831,LH2,-1.531,29.045,-4.868,7.865,PI-SIDIS,0.25,3.3,0.67,2.0,50.422,30.643,50.418,30.64,50.61,30.757,51.118,31.066,50.684,30.802,9691.0,4170.0,624.0,209.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,888.0,179.0,709.0,15.0625,51.357,0.334594,39.9089,2.25939,1.019969,IN
23989,8.5831,LH2,-1.531,29.045,-4.868,7.865,PI-SIDIS,0.25,3.3,0.67,2.0,64.785,37.085,64.804,37.097,65.194,37.32,65.864,37.703,65.262,37.359,6716.0,9518.0,478.0,597.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,1258.0,288.167,969.833,16.2264,51.3083,0.33081,38.6012,3.47033,1.023655,IN
23990,8.5831,LH2,-1.531,29.045,-4.868,7.865,PI-SIDIS,0.25,3.3,0.67,2.0,35.08,19.455,35.07,19.449,35.259,19.554,35.463,19.667,35.297,19.575,3746.0,54.0,148.0,53.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,666.0,85.1667,580.833,17.445,51.3959,0.306063,37.4657,1.80715,1.013977,IN
23991,8.5831,LH2,-1.531,29.045,-4.868,7.865,PI-SIDIS,0.25,3.3,0.67,2.0,16.556,9.784,16.563,9.788,16.654,9.842,16.633,9.829,16.667,9.85,571.0,436.0,74.0,49.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,327.0,19.3333,307.667,19.3366,51.3826,0.32031,38.0768,1.85606,1.007375,IN
23992,8.5831,LD2,-1.531,29.045,-4.868,7.865,PI-SIDIS,0.25,3.3,0.67,2.0,30.109,18.743,30.1,18.737,30.188,18.792,30.359,18.898,30.214,18.808,1784.0,34855.0,606.0,349.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,1305.0,296.0,1009.0,36.3705,51.3399,0.334219,40.7322,2.22755,1.013244,IN
23993,8.5831,LD2,-1.531,29.045,-4.868,7.865,PI-SIDIS,0.25,3.3,0.67,2.0,35.939,19.088,35.923,19.079,35.995,19.118,36.197,19.225,36.014,19.128,9806.0,62098.0,302.0,398.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,1566.0,359.5,1206.5,36.606,51.3542,0.327309,41.595,2.05414,1.013356,IN
23994,8.5831,LD2,-1.531,29.045,-4.868,7.865,PI-SIDIS,0.25,3.3,0.67,2.0,42.127,19.161,42.106,19.151,42.131,19.163,42.421,19.294,42.149,19.171,8365.0,89432.0,8983.0,507.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,1799.0,421.0,1378.0,35.6274,51.3836,0.311711,40.0363,2.92918,1.013566,IN
23995,8.5831,LD2,-1.531,29.045,-4.868,7.865,PI-SIDIS,0.25,3.3,0.67,2.0,27.394,18.947,27.38,18.938,27.379,18.937,27.58,19.076,27.39,18.945,7800.0,23540.0,714.0,665.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,1168.0,249.333,918.667,36.5447,51.3667,0.350988,40.9636,2.05341,1.013342,IN
23996,8.5831,LD2,-1.531,29.045,-4.868,7.865,PI-SIDIS,0.25,3.3,0.67,2.0,25.933,13.932,25.925,13.928,25.909,13.919,26.038,13.989,25.922,13.927,6420.0,5362.0,602.0,549.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,1071.0,181.5,889.5,36.7201,51.3732,0.306991,40.7324,2.39705,1.010197,IN
23998,8.5831,LD2,-1.531,29.045,-4.868,7.865,PI-SIDIS,0.25,3.3,0.67,2.0,15.977,9.731,15.979,9.732,15.981,9.734,15.987,9.737,15.986,9.737,2050.0,9531.0,972.0,557.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,678.0,87.1667,590.833,39.1626,51.385,0.316346,38.4854,2.99646,1.007341,IN
23999,8.5831,Dummy,-1.531,29.045,-4.868,7.865,PI-SIDIS,0.25,3.3,0.67,2.0,63.502,35.695,63.504,35.697,63.492,35.69,64.232,36.106,63.477,35.681,4476.0,8717.0,833.0,671.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,743.0,140.167,602.833,10.2353,51.3716,0.330199,36.3683,1.701,1.024143,IN
24001,8.5831,C,-1.531,29.045,-4.868,7.865,PI-SIDIS,0.25,3.3,0.67,2.0,53.558,31.074,53.55,31.07,53.491,31.036,54.086,31.381,53.482,31.03,1627.0,44570.0,4950.0,725.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,1335.0,317.333,1017.67,20.809,51.3625,0.318112,37.1276,2.47065,1.021155,IN
24002,8.5831,C,-1.531,29.045,-4.868,7.865,PI-SIDIS,0.25,3.3,0.67,2.0,55.351,32.595,55.343,32.59,55.258,32.54,55.902,32.92,55.278,32.552,3963.0,50804.0,9307.0,525.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,1327.0,321.667,1005.33,19.8776,51.3538,0.329111,38.3548,2.43309,1.021524,IN
24003,8.5831,C,-1.531,29.045,-4.868,7.865,PI-SIDIS,0.25,3.3,0.67,2.0,53.73,30.47,53.723,30.465,53.696,30.45,54.28,30.781,53.691,30.447,1833.0,45341.0,5012.0,49.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,1281.0,299.167,981.833,20.0426,51.371,0.347498,35.7188,1.39216,1.021289,IN
24004,8.5831,C,-1.531,29.045,-4.868,7.865,PI-SIDIS,0.25,3.3,0.67,2.0,29.316,16.836,29.303,16.828,29.3,16.827,29.478,16.929,29.299,16.826,5824.0,4043.0,555.0,106.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,704.0,88.8333,615.167,22.3728,51.3789,0.316635,35.8245,1.41779,1.012291,IN
24005,8.5831,Cu,-1.531,29.045,-4.868,7.865,PI-SIDIS,0.25,3.3,0.67,2.0,67.393,37.802,67.396,37.803,67.395,37.803,68.213,38.262,67.401,37.807,2148.0,49158.0,6534.0,557.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,910.0,294.667,615.333,9.92807,51.3514,0.329844,37.4151,1.73819,1.024687,IN
24006,8.5831,Cu,-1.531,29.045,-4.868,7.865,PI-SIDIS,0.25,3.3,0.67,2.0,60.886,36.237,60.891,36.24,60.934,36.266,61.654,36.695,60.938,36.269,6723.0,33776.0,733.0,153.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,912.0,262.167,649.833,11.6032,51.3595,0.328184,39.8785,2.63226,1.0226,IN
24007,8.5831,Cu,-1.531,29.045,-4.868,7.865,PI-SIDIS,0.25,3.3,0.67,2.0,60.493,35.219,60.502,35.224,60.575,35.267,61.278,35.676,60.579,35.269,6129.0,32405.0,326.0,794.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,892.0,263.5,628.5,11.2947,51.3353,0.327315,42.1597,1.72623,1.021143,IN
24008,8.5831,Cu,-1.531,29.045,-4.868,7.865,PI-SIDIS,0.25,3.3,0.67,2.0,16.411,36.919,16.413,36.923,16.437,36.977,16.633,37.417,16.439,36.98,2596.0,6334.0,272.0,62.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,234.0,69.8333,164.167,10.8682,51.3567,0.356934,-999,-999,-999,IN
24009,8.5831,Cu,-1.531,29.045,-4.868,7.865,PI-SIDIS,0.25,3.3,0.67,2.0,83.325,36.869,83.34,36.875,83.486,36.94,84.476,37.378,83.526,36.958,4204.0,85600.0,1306.0,53.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,1267.0,356.667,910.333,11.8356,51.3421,0.335057,-999,-999,-999,IN
24010,8.5831,Cu,-1.531,29.045,-4.868,7.865,PI-SIDIS,0.25,3.3,0.67,2.0,74.312,35.777,74.333,35.787,74.578,35.905,75.409,36.306,74.593,35.913,7433.0,64227.0,7674.0,879.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,1089.0,319.667,769.333,11.2258,51.3248,0.319375,41.9613,2.02077,1.021446,IN
24011,8.5831,LH2,-1.531,29.045,-4.868,7.865,PI-SIDIS,0.25,3.3,0.67,2.0,62.727,35.698,62.746,35.708,63.028,35.869,63.697,36.25,63.054,35.883,4745.0,6439.0,440.0,221.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,1211.0,273.0,938.0,16.2628,51.3197,0.343662,36.3446,2.68327,1.024162,IN
24012,8.5831,LH2,-1.531,29.045,-4.868,7.865,PI-SIDIS,0.25,3.3,0.67,2.0,62.673,36.349,62.692,36.36,62.995,36.536,63.661,36.922,63.019,36.55,5302.0,8041.0,443.0,584.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,1159.0,284.833,874.167,15.165,51.3272,0.32022,41.525,2.28925,1.021863,IN
24013,8.5831,LH2,-1.531,29.045,-4.868,7.865,PI-SIDIS,0.25,3.3,0.67,2.0,68.646,38.467,68.669,38.48,69.018,38.675,69.774,39.099,69.038,38.687,9627.0,7547.0,351.0,596.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,1254.0,296.5,957.5,15.1281,51.3088,0.358925,36.8222,2.10624,1.025415,IN
24014,8.5831,LH2,-1.531,29.045,-4.868,7.865,PI-SIDIS,0.25,3.3,0.67,2.0,65.054,36.351,65.078,36.365,65.47,36.583,66.149,36.963,65.511,36.607,6639.0,192.0,918.0,645.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,1177.0,288.667,888.333,14.8331,51.3252,0.328308,33.8441,1.89423,1.026028,IN
24015,8.5831,LH2,-1.531,29.045,-4.868,7.865,PI-SIDIS,0.25,3.3,0.67,2.0,46.66,25.255,46.658,25.254,46.923,25.398,47.307,25.606,46.936,25.405,3554.0,1633.0,242.0,694.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,832.0,140.333,691.667,15.7937,51.3334,0.327863,36.1955,1.81525,1.017868,IN
